Input Mass	Matched Mass	Delta	Name	Formula	Ion	LMSD Examples
758.571	758.5694	0.0016	LPC 34:3;O	C42H80NO8P	[M+H]+	
758.571	758.5694	0.0016	PC 34:2	C42H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:2
758.571	758.5694	0.0016	PC O-34:3;O	C42H80NO8P	[M+H]+	
760.583	760.5851	0.0021	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.583	760.5851	0.0021	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.583	760.5851	0.0021	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.584	760.5851	0.0011	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.584	760.5851	0.0011	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.584	760.5851	0.0011	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.584	760.5851	0.0011	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.584	760.5851	0.0011	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.584	760.5851	0.0011	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.584	760.5851	0.0011	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.584	760.5851	0.0011	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.584	760.5851	0.0011	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.584	760.5851	0.0011	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.584	760.5851	0.0011	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.584	760.5851	0.0011	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.584	760.5851	0.0011	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.584	760.5851	0.0011	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.584	760.5851	0.0011	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.584	760.5851	0.0011	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.584	760.5851	0.0011	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.584	760.5851	0.0011	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.584	760.5851	0.0011	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.584	760.5851	0.0011	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.584	760.5851	0.0011	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.584	760.5851	0.0011	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.584	760.5851	0.0011	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.584	760.5851	0.0011	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.584	760.5851	0.0011	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.584	760.5851	0.0011	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.584	760.5851	0.0011	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.584	760.5851	0.0011	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.584	760.5851	0.0011	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.584	760.5851	0.0011	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.585	760.5851	0.0001	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.585	760.5851	0.0001	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.585	760.5851	0.0001	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.585	760.5851	0.0001	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.585	760.5851	0.0001	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.585	760.5851	0.0001	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.585	760.5851	0.0001	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.585	760.5851	0.0001	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.585	760.5851	0.0001	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.585	760.5851	0.0001	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.585	760.5851	0.0001	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.585	760.5851	0.0001	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.585	760.5851	0.0001	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.585	760.5851	0.0001	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.586	760.5851	0.0009	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.586	760.5851	0.0009	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.586	760.5851	0.0009	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.586	760.5851	0.0009	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.586	760.5851	0.0009	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.586	760.5851	0.0009	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.586	760.5851	0.0009	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.586	760.5851	0.0009	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.586	760.5851	0.0009	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.586	760.5851	0.0009	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.586	760.5851	0.0009	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.586	760.5851	0.0009	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.586	760.5851	0.0009	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.586	760.5851	0.0009	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.586	760.5851	0.0009	PC O-34:2;O	C42H82NO8P	[M+H]+	
760.586	760.5851	0.0009	LPC 34:2;O	C42H82NO8P	[M+H]+	
760.586	760.5851	0.0009	PC 34:1	C42H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:1
760.586	760.5851	0.0009	PC O-34:2;O	C42H82NO8P	[M+H]+	
762.506	762.5068	0.0008	PC 35:7	C43H72NO8P	[M+H]+	
762.506	762.5068	0.0008	PC O-35:8;O	C43H72NO8P	[M+H]+	
762.506	762.5068	0.0008	PC 35:7	C43H72NO8P	[M+H]+	
762.506	762.5068	0.0008	PC O-35:8;O	C43H72NO8P	[M+H]+	
762.599	762.6007	0.0017	LPC 34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	PC 34:0	C42H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:0
762.599	762.6007	0.0017	PC O-34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	LPC 34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	PC 34:0	C42H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:0
762.599	762.6007	0.0017	PC O-34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	LPC 34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	PC 34:0	C42H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:0
762.599	762.6007	0.0017	PC O-34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	LPC 34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	PC 34:0	C42H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:0
762.599	762.6007	0.0017	PC O-34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	LPC 34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	PC 34:0	C42H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:0
762.599	762.6007	0.0017	PC O-34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	LPC 34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	PC 34:0	C42H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:0
762.599	762.6007	0.0017	PC O-34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	LPC 34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	PC 34:0	C42H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:0
762.599	762.6007	0.0017	PC O-34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	LPC 34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	PC 34:0	C42H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:0
762.599	762.6007	0.0017	PC O-34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	LPC 34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	PC 34:0	C42H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:0
762.599	762.6007	0.0017	PC O-34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	LPC 34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	PC 34:0	C42H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:0
762.599	762.6007	0.0017	PC O-34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	LPC 34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	PC 34:0	C42H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:0
762.599	762.6007	0.0017	PC O-34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	LPC 34:1;O	C42H84NO8P	[M+H]+	
762.599	762.6007	0.0017	PC 34:0	C42H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:0
762.599	762.6007	0.0017	PC O-34:1;O	C42H84NO8P	[M+H]+	
762.6	762.6007	0.0007	LPC 34:1;O	C42H84NO8P	[M+H]+	
762.6	762.6007	0.0007	PC 34:0	C42H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 34:0
762.6	762.6007	0.0007	PC O-34:1;O	C42H84NO8P	[M+H]+	
766.536	766.5381	0.0021	PC 35:5	C43H76NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 35:5
766.536	766.5381	0.0021	PC O-35:6;O	C43H76NO8P	[M+H]+	
766.537	766.5381	0.0011	PC 35:5	C43H76NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 35:5
766.537	766.5381	0.0011	PC O-35:6;O	C43H76NO8P	[M+H]+	
766.573	766.5745	0.0015	PC O-36:5	C44H80NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-36:5
766.574	766.5745	0.0005	PC O-36:5	C44H80NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-36:5
766.574	766.5745	0.0005	PC O-36:5	C44H80NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-36:5
768.553	768.5538	0.0008	PC 35:4	C43H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 35:4
768.553	768.5538	0.0008	PC O-35:5;O	C43H78NO8P	[M+H]+	
768.553	768.5538	0.0008	PC 35:4	C43H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 35:4
768.553	768.5538	0.0008	PC O-35:5;O	C43H78NO8P	[M+H]+	
768.588	768.5902	0.0022	PC O-36:4	C44H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-36:4
768.589	768.5902	0.0012	PC O-36:4	C44H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-36:4
772.548	772.5487	0.0007	PC 34:3;O	C42H78NO9P	[M+H]+	
772.584	772.5851	0.0011	PC 35:2	C43H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 35:2
772.584	772.5851	0.0011	PC O-35:3;O	C43H82NO8P	[M+H]+	
772.584	772.5851	0.0011	PC 35:2	C43H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 35:2
772.584	772.5851	0.0011	PC O-35:3;O	C43H82NO8P	[M+H]+	
772.62	772.6215	0.0015	PC O-36:2	C44H86NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-36:2
772.62	772.6215	0.0015	PC O-36:2	C44H86NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-36:2
772.62	772.6215	0.0015	PC O-36:2	C44H86NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-36:2
774.599	774.6007	0.0017	PC 35:1	C43H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 35:1
774.599	774.6007	0.0017	PC O-35:2;O	C43H84NO8P	[M+H]+	
774.599	774.6007	0.0017	PC 35:1	C43H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 35:1
774.599	774.6007	0.0017	PC O-35:2;O	C43H84NO8P	[M+H]+	
774.599	774.6007	0.0017	PC 35:1	C43H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 35:1
774.599	774.6007	0.0017	PC O-35:2;O	C43H84NO8P	[M+H]+	
774.599	774.6007	0.0017	PC 35:1	C43H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 35:1
774.599	774.6007	0.0017	PC O-35:2;O	C43H84NO8P	[M+H]+	
774.6	774.6007	0.0007	PC 35:1	C43H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 35:1
774.6	774.6007	0.0007	PC O-35:2;O	C43H84NO8P	[M+H]+	
774.6	774.6007	0.0007	PC 35:1	C43H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 35:1
774.6	774.6007	0.0007	PC O-35:2;O	C43H84NO8P	[M+H]+	
774.601	774.6007	0.0003	PC 35:1	C43H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 35:1
774.601	774.6007	0.0003	PC O-35:2;O	C43H84NO8P	[M+H]+	
776.558	776.5589	0.0009	PC O-37:7	C45H78NO7P	[M+H]+	
776.578	776.58	0.002	PC 34:1;O	C42H82NO9P	[M+H]+	
778.537	778.5381	0.0011	PC 36:6	C44H76NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:6
778.537	778.5381	0.0011	PC O-36:7;O	C44H76NO8P	[M+H]+	
778.537	778.5381	0.0011	PC 36:6	C44H76NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:6
778.537	778.5381	0.0011	PC O-36:7;O	C44H76NO8P	[M+H]+	
780.517	780.5174	0.0004	PC 35:6;O	C43H74NO9P	[M+H]+	
780.553	780.5538	0.0008	PC 36:5	C44H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:5
780.553	780.5538	0.0008	PC O-36:6;O	C44H78NO8P	[M+H]+	
782.567	782.5694	0.0024	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.567	782.5694	0.0024	PC O-36:5;O	C44H80NO8P	[M+H]+	
782.568	782.5694	0.0014	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.568	782.5694	0.0014	PC O-36:5;O	C44H80NO8P	[M+H]+	
782.568	782.5694	0.0014	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.568	782.5694	0.0014	PC O-36:5;O	C44H80NO8P	[M+H]+	
782.568	782.5694	0.0014	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.568	782.5694	0.0014	PC O-36:5;O	C44H80NO8P	[M+H]+	
782.568	782.5694	0.0014	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.568	782.5694	0.0014	PC O-36:5;O	C44H80NO8P	[M+H]+	
782.569	782.5694	0.0004	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.569	782.5694	0.0004	PC O-36:5;O	C44H80NO8P	[M+H]+	
782.569	782.5694	0.0004	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.569	782.5694	0.0004	PC O-36:5;O	C44H80NO8P	[M+H]+	
782.569	782.5694	0.0004	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.569	782.5694	0.0004	PC O-36:5;O	C44H80NO8P	[M+H]+	
782.569	782.5694	0.0004	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.569	782.5694	0.0004	PC O-36:5;O	C44H80NO8P	[M+H]+	
782.569	782.5694	0.0004	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.569	782.5694	0.0004	PC O-36:5;O	C44H80NO8P	[M+H]+	
782.57	782.5694	0.0006	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.57	782.5694	0.0006	PC O-36:5;O	C44H80NO8P	[M+H]+	
782.57	782.5694	0.0006	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.57	782.5694	0.0006	PC O-36:5;O	C44H80NO8P	[M+H]+	
782.57	782.5694	0.0006	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.57	782.5694	0.0006	PC O-36:5;O	C44H80NO8P	[M+H]+	
784.584	784.5851	0.0011	PC 36:3	C44H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:3
784.584	784.5851	0.0011	PC O-36:4;O	C44H82NO8P	[M+H]+	
784.584	784.5851	0.0011	PC 36:3	C44H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:3
784.584	784.5851	0.0011	PC O-36:4;O	C44H82NO8P	[M+H]+	
784.584	784.5851	0.0011	PC 36:3	C44H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:3
784.584	784.5851	0.0011	PC O-36:4;O	C44H82NO8P	[M+H]+	
784.584	784.5851	0.0011	PC 36:3	C44H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:3
784.584	784.5851	0.0011	PC O-36:4;O	C44H82NO8P	[M+H]+	
784.585	784.5851	0.0001	PC 36:3	C44H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:3
784.585	784.5851	0.0001	PC O-36:4;O	C44H82NO8P	[M+H]+	
786.563	786.5643	0.0013	PC 35:3;O	C43H80NO9P	[M+H]+	
786.599	786.6007	0.0017	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.599	786.6007	0.0017	PC O-36:3;O	C44H84NO8P	[M+H]+	
786.599	786.6007	0.0017	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.599	786.6007	0.0017	PC O-36:3;O	C44H84NO8P	[M+H]+	
786.599	786.6007	0.0017	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.599	786.6007	0.0017	PC O-36:3;O	C44H84NO8P	[M+H]+	
786.6	786.6007	0.0007	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.6	786.6007	0.0007	PC O-36:3;O	C44H84NO8P	[M+H]+	
786.6	786.6007	0.0007	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.6	786.6007	0.0007	PC O-36:3;O	C44H84NO8P	[M+H]+	
786.6	786.6007	0.0007	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.6	786.6007	0.0007	PC O-36:3;O	C44H84NO8P	[M+H]+	
786.6	786.6007	0.0007	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.6	786.6007	0.0007	PC O-36:3;O	C44H84NO8P	[M+H]+	
786.6	786.6007	0.0007	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.6	786.6007	0.0007	PC O-36:3;O	C44H84NO8P	[M+H]+	
786.6	786.6007	0.0007	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.6	786.6007	0.0007	PC O-36:3;O	C44H84NO8P	[M+H]+	
786.601	786.6007	0.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	0.0003	PC O-36:3;O	C44H84NO8P	[M+H]+	
786.601	786.6007	0.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	0.0003	PC O-36:3;O	C44H84NO8P	[M+H]+	
786.601	786.6007	0.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	0.0003	PC O-36:3;O	C44H84NO8P	[M+H]+	
786.601	786.6007	0.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	0.0003	PC O-36:3;O	C44H84NO8P	[M+H]+	
786.601	786.6007	0.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	0.0003	PC O-36:3;O	C44H84NO8P	[M+H]+	
786.601	786.6007	0.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	0.0003	PC O-36:3;O	C44H84NO8P	[M+H]+	
786.601	786.6007	0.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	0.0003	PC O-36:3;O	C44H84NO8P	[M+H]+	
786.601	786.6007	0.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	0.0003	PC O-36:3;O	C44H84NO8P	[M+H]+	
786.601	786.6007	0.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	0.0003	PC O-36:3;O	C44H84NO8P	[M+H]+	
